question,date,yes_price,no_price
"Rabois Parlay: Trump wins PA, MI, GA and AZ?",2024-10-18,0.39,0.61
Will Donald Trump win the popular vote in the 2024 Presidential Election?,2024-10-18,0.362,0.638
Will Trump win 3 swing states?,2024-10-18,0.1,0.9
Trump wins a solid blue state?,2024-10-18,0.14,0.86
Trump eligible to vote in the election?,2024-10-18,0.9765,0.0235
Will Trump win 7 swing states?,2024-10-18,0.285,0.715
Will Trump drop out of presidential race?,2024-10-18,0.026,0.974
Will Trump win Texas by 10+ points?,2024-10-18,0.27,0.73
Will Gavin Newsom win the 2024 US Presidential Election?,2024-10-18,0.0005,0.9995
Trump blowout victory?,2024-10-18,0.145,0.855
Will Trump launch a coin before the election?,2024-10-18,0.9935,0.0065
Will Trump lead in RCP on Oct 25?,2024-10-18,0.0545,0.9455
Will Michigan be the closest state?,2024-10-18,0.1125,0.8875
Will Trump win Florida by 8+ points?,2024-10-18,0.385,0.615
Trump convicted of another felony before election?,2024-10-18,0.0105,0.9895
Trump-Vance Republican ticket on election day?,2024-10-18,0.967,0.033
Will Trump be Speaker by January 1?,2024-10-18,0.0535,0.9465
Will Gavin Newsom win the popular vote in the 2024 Presidential Election?,2024-10-18,0.0005,0.9995
Will Trump win North Dakota by the largest margin?,2024-10-18,0.05,0.95
Will Kanye West win the 2024 US Presidential Election?,2024-10-18,0.0005,0.9995
Kamala flips a 2020 Trump state?,2024-10-18,0.37,0.63
Will Donald Trump win the 2024 US Presidential Election?,2024-10-23,0.6385,0.3615
Trump ineligible to run for President?,2024-10-23,0.006,0.994
Will Trump mention $MAGA before Election?,2024-10-23,0.07,0.93
No Trump coin reaches $1b?,2024-10-23,0.705,0.295
Will Donald Trump win the popular vote in the 2024 Presidential Election?,2024-10-23,0.3855,0.6145
Will TRUMP reach $1b first?,2024-10-23,0.11,0.89
Will Trump go on Redscare?,2024-10-23,0.081,0.919
Trump wins and picks Dimon for Treasury Secretary?,2024-10-23,0.075,0.925
Will another Trump coin be first to reach $1b?,2024-10-23,0.0915,0.9085
Will Chris Christie win the 2024 US Presidential Election?,2024-10-23,0.0005,0.9995
Trump blowout victory?,2024-10-23,0.175,0.825
Trump gets more black voters than in 2020?,2024-10-23,0.835,0.165
Trump convicted of another felony before election?,2024-10-23,0.01,0.99
Trump in jail before election day?,2024-10-23,0.0105,0.9895
"Will Trump say ""American dream"" 3 or more times during Virginia rally on Nov 2?",2024-11-02,0.575,0.425
"Will Trump say ""border"" 20 or more times during Virginia rally on Nov 2?",2024-11-02,0.8,0.2
Will Trump be Speaker by January 1?,2024-11-02,0.041,0.959
"Will Trump say ""border"" 30 or more times during Virginia rally on Nov 2?",2024-11-02,0.155,0.845
"Will Trump say ""vote"" 30 or more times during Virginia rally on Nov 2?",2024-11-02,0.21,0.79
"Will Trump say ""border"" 20 or more times during Wisconsin rally on Nov 1?",2024-11-02,0.83,0.17
"Will Trump say ""border"" 30 or more times during Wisconsin rally on Nov 1?",2024-11-02,0.14,0.86
Will the Republican candidate win North Carolina by 4.0% or more?,2024-11-02,0.33,0.67
"Will Trump say ""John McGuire"" during Virginia rally on Nov 2?",2024-11-02,0.685,0.315
Will the Democratic candidate win North Carolina by 4.0% or more?,2024-11-02,0.065,0.935
"Will Trump say ""McDonald's"" during Virginia rally on Nov 2?",2024-11-02,0.9,0.1
"Trump wins 287-251 - AZ, GA, NV, NC, PA",2024-11-02,0.095,0.905
Will the Democratic candidate win North Carolina by 3%-4.0%?,2024-11-02,0.029,0.971
"Will Trump say ""god"" 4 or more times during Wisconsin rally on Nov 1?",2024-11-02,0.48,0.52
"Will Trump say ""unrealized"" during Wisconsin rally on Nov 1?",2024-11-02,0.14,0.86
"Will Trump say ""Wisconsin"" 20 or more times during Wisconsin rally on Nov 1?",2024-11-02,0.125,0.875
Will the Republican candidate win North Carolina by 3.0%-4.0%?,2024-11-02,0.11,0.89
Will Donald Trump win the popular vote in the 2024 Presidential Election?,2024-11-02,0.3645,0.6355
Will Donald Trump win the 2024 US Presidential Election?,2024-11-02,0.621,0.379
Will the Democratic candidate win North Carolina by 2%-3.0%?,2024-11-02,0.0375,0.9625
Will the Republican candidate win North Carolina by 2.0%-3.0%?,2024-11-02,0.1,0.9
"Will Trump say ""Mars"" during Virginia rally on Nov 2?",2024-11-02,0.08,0.92
"Will Trump say ""McDonald's"" during Wisconsin rally on Nov 1?",2024-11-02,0.92,0.08
Will the Republican candidate win North Carolina by 0%-1.0%?,2024-11-02,0.095,0.905
Will the Democratic candidate win North Carolina by 1%-2.0%?,2024-11-02,0.052,0.948
Will Trump get more votes than 2020?,2024-11-02,0.695,0.305
"Will Trump say ""Capone"" during Virginia rally on Nov 2?",2024-11-02,0.6,0.4
Will the Republican candidate win North Carolina by 1.0%-2.0%?,2024-11-02,0.105,0.895
Will the Democratic candidate win North Carolina by 0%-1.0%?,2024-11-02,0.115,0.885
"Will Trump say ""Russia"" 3 or more times during Virginia rally on Nov 2?",2024-11-02,0.655,0.345
"Will Trump say ""weave"" during Virginia rally on Nov 2?",2024-11-02,0.305,0.695
Will Trump get less than 66m votes in the 2024 U.S. Presidential Election?,2024-11-02,0.0335,0.9665
Will Chris Christie win the popular vote in the 2024 Presidential Election?,2024-11-02,0.0005,0.9995
"Will Trump say ""hell"" 10 or more times during Wisconsin rally on Nov 1?",2024-11-02,0.695,0.305
Will Trump lead in RCP by 2.5 or more on Nov 4?,2024-11-02,0.023,0.977
Will Chris Christie win the 2024 US Presidential Election?,2024-11-02,0.0005,0.9995
Trump gets more black voters than in 2020?,2024-11-02,0.845,0.155
Will Trump get 84-86m votes in the 2024 U.S. Presidential Election?,2024-11-02,0.08,0.92
"Will Trump say ""frack"" or ""fracking"" 4 or more times during Virginia rally on Nov 2?",2024-11-02,0.755,0.245
Will Trump get 82-84m votes in the 2024 U.S. Presidential Election?,2024-11-02,0.095,0.905
"Will Trump say ""China"" 10 or more times during Virginia rally on Nov 2?",2024-11-02,0.205,0.795
"Will Trump say ""crypto"" or ""Bitcoin"" during Virginia rally on Nov 2?",2024-11-02,0.038,0.962
Will Trump get 80-82m votes in the 2024 U.S. Presidential Election?,2024-11-02,0.11,0.89
"Will Trump say ""weave"" during Wisconsin rally on Nov 1?",2024-11-02,0.31,0.69
"Trump wins 322-216 - AZ, GA, MI, MN, NV, PA, WI",2024-11-02,0.0335,0.9665
Will Trump get 66-68m votes in the 2024 U.S. Presidential Election?,2024-11-02,0.028,0.972
"Trump wins 281-257 - AZ, GA, NC, PA",2024-11-02,0.065,0.935
"Will Trump say ""Hung Cao"" during Virginia rally on Nov 2?",2024-11-02,0.865,0.135
"Will Trump say ""teleprompter"" 3 or more times during Wisconsin rally on Nov 1?",2024-11-02,0.305,0.695
"Will Trump say ""China"" 10 or more times during Wisconsin rally on Nov 1?",2024-11-02,0.265,0.735
"Will Trump say ""Melania"" during Virginia rally on Nov 2?",2024-11-02,0.115,0.885
"Will Trump say ""tax"" 20 or more times during Virginia rally on Nov 2?",2024-11-02,0.25,0.75
"Will Trump say ""Teamster"" during Wisconsin rally on Nov 1?",2024-11-02,0.795,0.205
Will Trump win Mississippi by 20+ points?,2024-11-02,0.62,0.38
"Will Trump say ""crypto"" or ""Bitcoin"" during Wisconsin rally on Nov 1?",2024-11-02,0.0295,0.9705
Will Trump get 86m or more votes in the 2024 U.S. Presidential Election?,2024-11-02,0.125,0.875
Will Gavin Newsom win the popular vote in the 2024 Presidential Election?,2024-11-02,0.0005,0.9995
Will Trump lead in RCP by 0.5-0.9 on Nov 4?,2024-11-02,0.26,0.74
Will Trump lead in RCP by 2-2.4 on Nov 4?,2024-11-02,0.0155,0.9845
Will Trump lead in RCP by 1.5-1.9 on Nov 4?,2024-11-02,0.034,0.966
Will Trump get 78-80m votes in the 2024 U.S. Presidential Election?,2024-11-02,0.12,0.88
"Will Trump say ""Pocahontas"" during Wisconsin rally on Nov 1?",2024-11-02,0.92,0.08
Will Gavin Newsom win the 2024 US Presidential Election?,2024-11-02,0.0005,0.9995
"Will Trump say ""Elon"" during Wisconsin rally on Nov 1?",2024-11-02,0.935,0.065
Will Trump lead in RCP by 1-1.4 on Nov 4?,2024-11-02,0.0405,0.9595
Will Trump get 74-76m votes in the 2024 U.S. Presidential Election?,2024-11-02,0.1435,0.8565
"Trump wins 316-222 - AZ, GA, MI, MN, NC, PA, WI",2024-11-02,0.0355,0.9645
"Will Trump say ""Pocahontas"" during Virginia rally on Nov 2?",2024-11-02,0.92,0.08
Will Trump get 70-72m votes in the 2024 U.S. Presidential Election?,2024-11-02,0.065,0.935
Will Trump get 68-70m votes in the 2024 U.S. Presidential Election?,2024-11-02,0.04,0.96
Will Trump get 72-74m votes in the 2024 U.S. Presidential Election?,2024-11-02,0.08,0.92
Trump blowout victory?,2024-11-02,0.14,0.86
"Will Trump say ""gun"" 5 or more times during Wisconsin rally on Nov 1?",2024-11-02,0.43,0.57
Will Trump lead in RCP by 0.1-0.4 on Nov 4?,2024-11-02,0.355,0.645
Will Trump get 76-78m votes in the 2024 U.S. Presidential Election?,2024-11-02,0.13,0.87
"Will Trump say ""tax"" 20 or more times during Wisconsin rally on Nov 1?",2024-11-02,0.23,0.77
Will Trump mention $MAGA before Election?,2024-11-02,0.0135,0.9865
Will Trump win North Dakota by the largest margin?,2024-11-02,0.0305,0.9695
Trump eligible to vote in the election?,2024-11-02,0.9055,0.0945
"Will Trump say ""Michigan"" 20 or more times during Michigan rally on Nov 4?",2024-11-04,0.375,0.625
"Will Trump say ""McDonald's"" during Michigan rally on Nov 4?",2024-11-04,0.89,0.11
"Will Trump say ""Shanghai"" during Michigan rally on Nov 4?",2024-11-04,0.35,0.65
"Will Trump say ""god"" 4 or more times during Michigan rally on Nov 4?",2024-11-04,0.5,0.5
"Will Trump say ""Reagan"" during Michigan rally on Nov 4?",2024-11-04,0.67,0.33
"Will Trump say ""Trump Derangement Syndrome"" during Michigan rally on Nov 4?",2024-11-04,0.46,0.54
"Will Trump say ""Pocahontas"" during Michigan rally on Nov 4?",2024-11-04,0.885,0.115
"Will Trump say ""Dark MAGA"" during Michigan rally on Nov 4?",2024-11-04,0.18,0.82
"Will Trump say ""fake jobs"" during Michigan rally on Nov 4?",2024-11-04,0.61,0.39
"Will Trump say ""trans"" during Michigan rally on Nov 4?",2024-11-04,0.935,0.065
"Will Trump say ""tampon"" during Michigan rally on Nov 4?",2024-11-04,0.065,0.935
"Will Trump say ""crypto"" or ""Bitcoin"" during Michigan rally on Nov 4?",2024-11-04,0.0445,0.9555
"Will Trump say ""Venezuela"" or ""Venezuelan"" 5 or more times during Michigan rally on Nov 4?",2024-11-04,0.16,0.84
"Will Trump say ""border"" 20 or more times during Michigan rally on Nov 4?",2024-11-04,0.68,0.32
"Will Trump say ""border"" 30 or more times during Michigan rally on Nov 4?",2024-11-04,0.11,0.89
"Will Trump say ""hell"" 20 or more times during Michigan rally on Nov 4?",2024-11-04,0.51,0.49
"Will Trump say ""Rogan"" during Michigan rally on Nov 4?",2024-11-04,0.42,0.58
"Trump wins 322-216 - AZ, GA, MI, MN, NV, PA, WI",2024-11-04,0.0285,0.9715
"Will Trump say ""China"" 7 or more times during Michigan rally on Nov 4?",2024-11-04,0.465,0.535
"Will Trump say ""missile defense shield"" during Michigan rally on Nov 4?",2024-11-04,0.91,0.09
"Trump wins the election but loses WI, MI, or PA?",2024-11-04,0.335,0.665
Trump-Vance Republican ticket on election day?,2024-11-04,0.9965,0.0035
"Will Trump say ""gun"" 5 or more times during Michigan rally on Nov 4?",2024-11-04,0.645,0.355
"Will Trump say ""Kamala"" 25 or more times during Michigan rally on Nov 4?",2024-11-04,0.605,0.395
Donald & Melania Trump divorce before election?,2024-11-04,0.0055,0.9945
"Trump wins 316-222 - AZ, GA, MI, MN, NC, PA, WI",2024-11-04,0.037,0.963
Will Michigan be the closest state?,2024-11-04,0.1215,0.8785
"Will Trump say ""Voter ID"" during Macon, GA rally?",2024-11-04,0.755,0.245
Trump wins every swing state?,2024-11-02,0.215,0.785
Will Trump win 6 swing states?,2024-11-02,0.175,0.825
Will Trump win 3 swing states?,2024-11-02,0.1,0.9
Will Trump win no swing states?,2024-11-02,0.085,0.915
Will Trump win 4 swing states?,2024-11-02,0.155,0.845
Will Trump win 5 swing states?,2024-11-02,0.19,0.81
Will Trump win 7 swing states?,2024-11-02,0.21,0.79
Will Trump win 2 swing states?,2024-11-02,0.07,0.93
Will Trump win 1 swing state?,2024-11-02,0.065,0.935
Will Trump win another state by the largest margin?,2024-11-02,0.0185,0.9815
"Trump wins 322-216 - AZ, GA, MI, MN, NV, PA, WI",2024-11-02,0.0335,0.9665
"Trump wins 316-222 - AZ, GA, MI, MN, NC, PA, WI",2024-11-02,0.0355,0.9645
"Trump wins 287-251 - AZ, GA, NV, NC, PA",2024-11-02,0.095,0.905
Will Donald Trump win the 2024 US Presidential Election?,2024-11-02,0.621,0.379
Will Chris Christie win the 2024 US Presidential Election?,2024-11-02,0.0005,0.9995
Trump wins a solid blue state?,2024-11-02,0.155,0.845
"Will Trump say ""American dream"" 3 or more times during Virginia rally on Nov 2?",2024-11-02,0.575,0.425
Trump ineligible to run for President?,2024-11-02,0.0025,0.9975
Will Trump win Alaska by 6+ points?,2024-11-02,0.85,0.15
Will Chris Christie win the popular vote in the 2024 Presidential Election?,2024-11-02,0.0005,0.9995
Will Donald Trump win the popular vote in the 2024 Presidential Election?,2024-11-02,0.3645,0.6355
"Will Trump say ""unrealized"" during Wisconsin rally on Nov 1?",2024-11-02,0.14,0.86
"Trump wins the election but loses WI, MI, or PA?",2024-11-02,0.355,0.645
"Trump wins 281-257 - AZ, GA, NC, PA",2024-11-02,0.065,0.935
"Will Trump say ""border"" 30 or more times during Virginia rally on Nov 2?",2024-11-02,0.155,0.845
"Will Trump say ""border"" 30 or more times during Wisconsin rally on Nov 1?",2024-11-02,0.14,0.86
"Will Trump say ""vote"" 30 or more times during Virginia rally on Nov 2?",2024-11-02,0.21,0.79
Trump wins Pennsylvania but loses the Election?,2024-11-02,0.075,0.925
Trump eligible to vote in the election?,2024-11-02,0.9055,0.0945
"Will Trump say ""border"" 20 or more times during Virginia rally on Nov 2?",2024-11-02,0.8,0.2
"Will Trump say ""McDonald's"" during Virginia rally on Nov 2?",2024-11-02,0.9,0.1
Trump Rust Belt swing state sweep?,2024-11-02,0.275,0.725
"Will Trump say ""John McGuire"" during Virginia rally on Nov 2?",2024-11-02,0.685,0.315
Will Trump win Florida by 8+ points?,2024-11-02,0.67,0.33
Will Trump lead in RCP by 2.5 or more on Nov 4?,2024-11-02,0.023,0.977
Will Trump win North Dakota by the largest margin?,2024-11-02,0.0305,0.9695
Will Trump drop out of presidential race?,2024-11-02,0.0045,0.9955
Will Trump go on Redscare?,2024-11-02,0.019,0.981
"Will Trump say ""border"" 20 or more times during Wisconsin rally on Nov 1?",2024-11-02,0.83,0.17
Will the Republican candidate win North Carolina by 4.0% or more?,2024-11-02,0.33,0.67
Will Trump lead in RCP by 0.5-0.9 on Nov 4?,2024-11-02,0.26,0.74
"Will Trump say ""god"" 4 or more times during Wisconsin rally on Nov 1?",2024-11-02,0.48,0.52
Will Trump win Mississippi by 20+ points?,2024-11-02,0.62,0.38
Will Trump win Florida by 12+ points?,2024-11-02,0.245,0.755
Will North Carolina be the closest state?,2024-11-02,0.08,0.92
Will Trump mention $MAGA before Election?,2024-11-02,0.0135,0.9865
Will Trump lead in RCP by 0.1-0.4 on Nov 4?,2024-11-02,0.355,0.645
Will Trump get more votes than 2020?,2024-11-02,0.695,0.305
"Rabois Parlay: Trump wins PA, MI, GA and AZ?",2024-11-02,0.295,0.705
Will Trump be Speaker by January 1?,2024-10-22,0.023,0.977
Will Trump lead in RCP on Oct 25?,2024-10-22,0.104,0.896
Will Donald Trump win the popular vote in the 2024 Presidential Election?,2024-10-22,0.364,0.636
Will Donald Trump win the 2024 US Presidential Election?,2024-10-22,0.6175,0.3825
Trump eligible to vote in the election?,2024-10-22,0.9775,0.0225
Will Trump tweet 45-49 times October 18-25?,2024-10-22,0.205,0.795
Will Trump tweet 40-44 times October 18-25?,2024-10-22,0.25,0.75
Will Trump tweet 35-39 times October 18-25?,2024-10-22,0.135,0.865
Will Trump tweet 50 or more times October 18-25?,2024-10-22,0.375,0.625
Will Trump tweet 25-29 times October 18-25?,2024-10-22,0.0075,0.9925
Will Trump tweet 30-34 times October 18-25?,2024-10-22,0.055,0.945
Will Chris Christie win the popular vote in the 2024 Presidential Election?,2024-10-22,0.0005,0.9995
Will Chris Christie win the 2024 US Presidential Election?,2024-10-22,0.0005,0.9995
Will Trump mention $MAGA before Election?,2024-10-22,0.075,0.925
Will the election be called on Nov 5?,2024-10-22,0.225,0.775
Will the Democratic candidate win North Carolina by 4.0% or more?,2024-10-22,0.085,0.915
Will Gavin Newsom win the popular vote in the 2024 Presidential Election?,2024-10-22,0.0005,0.9995
Trump gets more black voters than in 2020?,2024-10-22,0.835,0.165
Will the Democratic candidate win North Carolina by 3%-4.0%?,2024-10-22,0.035,0.965
Will the Republican candidate win North Carolina by 4.0% or more?,2024-10-22,0.33,0.67
Will Donald Trump win the 2024 US Presidential Election?,2024-10-21,0.5985,0.4015
Trump eligible to vote in the election?,2024-10-21,0.977,0.023
